Gene	Name	Chr	Strand	Start	End	HNT_8A8G_Rep1	HNT_8A8G_Rep2	HBG1_8A8G_Rep1	HBG1_8A8G_Rep2	HBG1_WT
FBXO6	FBXO6	1	+	11664200	11674352	3.211284	5.362948	2.686507	0.857922	2.424556
IPO11	IPO11	5	+	62412746	62628589	29.530956	37.671173	34.652733	40.691933	37.057667
UAP1L1	UAP1L1	9	+	137077501	137084538	31.019096	19.625872	27.393709	27.924786	38.580837
RMRP	RMRP	9	-	35657751	35658018	226.490997	157.854340	196.690231	175.726685	231.571884
CRISP2	CRISP2	6	-	49692358	49713590	0.0	0.0	0.0	0.0	0.0
CHPF2	CHPF2	7	+	151232489	151238827	28.652317	15.479284	17.873270	36.018299	29.269070
PKIA	PKIA	8	+	78516101	78605267	3.055182	5.710869	3.758850	5.056326	3.741037
ROBO1	ROBO1	3	-	78597238	79767998	14.733099	17.537516	16.588938	19.159735	12.781757
MIR6859-2	MIR6859-2	16	-	17052	17119	0.201917	0.000000	0.000000	1.202972	0.000000
FGFR1OP	FGFR1OP	6	+	166999317	167042418	33.356625	26.415865	32.823654	35.675282	35.614834
LOC388242	LOC388242	16	-	29464968	29467578	0.000000	0.000000	0.000000	0.000000	0.000000
PLA2G2D	PLA2G2D	1	-	20112650	20119566	0.0	0.0	0.0	0.0	0.0
LINC00471	LINC00471	2	-	231508426	231514339	0.000000	0.0	1.537316	0.581347	0.540213
RASEF	RASEF	9	-	82979585	83063128	32.004879	30.015808	35.631741	45.672390	34.700432
IL17C	IL17C	16	+	88638593	88640474	2.819029	0.000000	4.142357	0.911777	2.971619
TSPYL6	TSPYL6	2	-	54253178	54256272	0.895455	2.072261	1.341585	0.327319	2.031552
CTNND1	CTNND1	11	+	57761762	57819180	22.553923	15.633868	32.953812	28.577772	23.785351
MIR6733	MIR6733	1	-	43171652	43171712	5.674765	0.000000	0.000000	4.993208	2.430011
TRIM49C	TRIM49C	11	+	90031106	90042025	0.0	0.0	0.0	0.0	0.0
MIR1184-3	MIR1184-3	X	-	154887360	154887458	0	0.000000	0	0	0.000000
MIR3149	MIR3149	8	-	76966768	76966850	0.0	4.228865	2.750393	2.177628	0.0
HLA-DQA2	HLA-DQA2	6	+	32741386	32746887	0.0	0.0	0.0	0.000000	0.0
NAXD	NAXD	13	+	110615460	110639995	30.012287	20.393625	26.834146	29.282671	24.785950
MCM10	MCM10	10	+	13161554	13211104	74.713242	48.230419	73.582565	86.305664	99.662437
MYLK2	MYLK2	20	+	31819375	31834697	4.870078	2.264912	2.511953	3.464013	4.669959
TUBA4B	TUBA4B	2	+	219253243	219272197	0.000000	0.000000	0.000000	0.000000	0.000000
LILRB1	LILRB1	19	+	54616930	54637530	0.0	0.0	0.0	0.0	0.000000
ITPKC	ITPKC	19	+	40717112	40740860	10.383949	3.696179	5.495942	6.075864	6.217118
LOC101927588	LOC101927588	8	-	124192691	124247398	0.000000	0.0	0.0	0.000000	1.271631
ZNF296	ZNF296	19	-	45071500	45076588	11.920291	22.985842	17.034657	15.357487	23.951769
FAM166A	FAM166A	9	-	137243583	137247792	0.000000	0.356472	0.750216	0.494678	0.000000
GAGE12G	GAGE12G	X	+	49322034	49529985	0.000000	0	0	0	0
SH3BP4	SH3BP4	2	+	234952017	235055714	14.935875	15.278230	12.873653	16.086262	11.607825
FAM86C1	FAM86C1	11	+	71787511	71801234	17.306200	18.306679	18.741564	23.097229	16.269783
CACNA1D	CACNA1D	3	+	53495049	53812465	0.410602	1.010445	0.670655	0.630405	0.329434
IGSF10	IGSF10	3	-	151435990	151458709	0.526667	0.586352	0.744872	0.528626	1.272701
COL7A1	COL7A1	3	-	48564073	48595160	5.860209	3.662142	3.743454	3.057571	3.979340
MIR7702	MIR7702	9	-	111271156	111271214	0.0	0.0	0.0	0.0	0.0
LOC100506571	LOC100506571	1	-	228073909	228076550	1.253663	0.563113	1.294158	0.502951	1.391140
CHORDC1	CHORDC1	11	-	90200430	90223364	43.354137	19.995863	36.765881	47.114136	38.328846
LOC101928495	LOC101928495	X	+	126109762	126115562	0.0	0.0	0.0	0.0	0.000000
HIST4H4	HIST4H4	12	-	14770720	14771131	0.0	0.0	0.455580	0.000000	0.631095
MUC1	MUC1	1	-	155185824	155192915	4.123490	6.413913	5.917235	4.731630	6.450390
ADAM5	ADAM5	8	+	39314663	39402856	0.0	0.0	0.000000	0.0	0.0
LOC101928324	LOC101928324	1	-	26462757	26467537	3.987396	0.000000	1.179008	3.499300	2.619052
HS6ST2-AS1	HS6ST2-AS1	X	+	132667642	132669887	0.000000	0.000000	0.000000	0.000000	0.000000
CENPE	CENPE	4	-	103105806	103198409	29.752176	34.713730	39.762310	39.813938	43.680294
SNORD141B	SNORD141B	5	-	14652278	14652382	74.692398	59.754559	92.750168	89.749535	63.991894
RAPGEF1	RAPGEF1	9	-	131576770	131739944	33.573990	45.359188	29.434185	38.327068	21.671236
OAF	OAF	11	+	120210975	120230332	34.944836	34.560593	31.108738	28.046068	25.929907
EME2	EME2	16	+	1773228	1776238	22.165483	11.374427	8.987951	10.650823	10.692051
FLRT3	FLRT3	20	-	14322985	14337667	1.433166	0.000000	0.340439	1.008752	0.282207
HTR1D	HTR1D	1	-	23191895	23194729	3.528459	3.057917	10.155286	6.500567	10.514191
MIR4290	MIR4290	9	-	90023441	90023535	0.000000	0.0	0.000000	0.0	0.0
ISYNA1	ISYNA1	19	-	18434388	18438301	52.731594	68.431541	38.605270	36.319252	51.478638
LANCL1-AS1	LANCL1-AS1	2	+	210324712	210470333	0.331091	0.000000	2.768134	0.549255	1.323195
LINC00458	LINC00458	13	-	54124324	54132871	0.0	0.0	0.0	0.0	0.0
OMG	OMG	17	-	31294650	31297362	3.324269	3.953936	3.574636	5.345211	5.156032
EGFL7	EGFL7	9	+	136658856	136672678	13.986306	9.145115	10.465487	7.690706	7.030216
FOXA2	FOXA2	20	-	22581004	22585463	0.0	0.0	0.369531	0.415796	1.055044
CLASRP	CLASRP	19	+	45039040	45070956	75.104660	89.360855	68.735237	80.199409	113.009186
AADACL2	AADACL2	3	+	151733916	151757768	0.000000	0.0	0.000000	0.0	0.0
OR4K1	OR4K1	14	+	19935608	19936683	0.0	0.0	0.0	0.0	0.0
MIR581	MIR581	5	-	53951504	53951599	0.000000	0.415477	0.000000	0.371899	0.303751
JKAMP	JKAMP	14	+	59484443	59505410	4.626298	2.082963	8.204755	8.486522	7.075960
HAGLR	HAGLR	2	-	176173189	176188958	5.017693	1.739029	5.577945	6.035143	5.437061
LYN	LYN	8	+	55879827	56012447	7.207101	4.765837	10.231289	9.861481	8.106104
GINS4	GINS4	8	+	41529206	41545046	18.110111	12.200426	16.921055	16.813032	18.853090
NAT9	NAT9	17	-	74770529	74776425	39.045193	24.571198	34.081810	34.837460	36.853821
MIR3679	MIR3679	2	+	134127125	134127192	1.486075	0.0	0.895225	0.0	0.393090
LINC02595	LINC02595	X	-	45848074	45851490	0.000000	0.000000	0.649450	0.000000	0.000000
LINC01713	LINC01713	20	-	6730741	6736136	0.0	0.0	0.0	0.0	0.0
HIST1H2AC	HIST1H2AC	6	+	26124145	26124690	10.947222	6.282392	7.351591	4.321799	6.144012
ST7	ST7	7	+	116953327	117230021	9.926056	10.134257	12.783630	17.879145	13.337976
MAF	MAF	16	-	79593838	79600737	12.765682	12.751888	9.216503	11.581658	14.110006
TMPRSS2	TMPRSS2	21	-	41464551	41508158	0.0	0.0	0.000000	0.000000	0.629615
GPER1	GPER1	7	+	1086807	1093815	0.588636	0.000000	0.706579	2.463836	0.686636
ZNF460-AS1	ZNF460-AS1	19	-	57267193	57280334	1.747063	4.332702	0.394562	1.729211	0.000000
PPIAL4A	PPIAL4A	1	+	120889746	120890405	0.863284	0.383750	2.213650	1.333767	0.198819
SDF2L1	SDF2L1	22	+	21642302	21644299	46.531330	74.250595	61.885330	45.600285	55.597179
LCE2D	LCE2D	1	+	152663411	152664659	0.0	0.0	0.0	0.0	0.0
YPEL5	YPEL5	2	+	30146884	30160533	6.008649	0.638601	5.638237	6.213883	6.811083
MIR659	MIR659	22	-	37847678	37847774	3.878986	1.521421	10.250489	4.278762	2.179494
MIR1180	MIR1180	17	-	19344506	19344574	0.000000	0.000000	0.000000	0.000000	0.000000
SPDYE3	SPDYE3	7	+	100307702	100322196	1.164675	0.000000	2.131048	2.184735	2.027345
SLC24A4	SLC24A4	14	+	92322581	92501481	0.616219	0.563903	0.384853	0.435727	0.913650
HAUS8	HAUS8	19	-	17049761	17075533	58.749043	45.690830	49.386833	49.301186	46.006382
SKOR2	SKOR2	18	-	47206169	47249183	0.0	0.0	0.0	0.000000	0.0
ZNF711	ZNF711	X	+	85243991	85273362	14.677188	11.238135	19.637962	20.269272	16.578098
ARMC2	ARMC2	6	+	108848416	108974472	0.783511	0.619747	1.381320	1.095391	1.124198
TAS1R1	TAS1R1	1	+	6555278	6579757	0.246221	0.0	0.000000	0.082619	1.001751
PI4K2B	PI4K2B	4	+	25234031	25279209	12.107944	14.261641	14.501012	17.155157	10.830791
LINC02389	LINC02389	12	+	64883774	64977522	0.000000	0.0	0.0	0.0	0.0
GTPBP2	GTPBP2	6	-	43620481	43629246	52.215164	38.750523	50.620640	53.135204	59.280380
MIR7849	MIR7849	4	+	146408583	146408688	0.000000	0.000000	0.000000	0.000000	0.000000
LCE1C	LCE1C	1	-	152804835	152806631	0.0	0.0	0.0	0.0	0.0
SHANK2-AS3	SHANK2-AS3	11	+	70862790	70865115	0.000000	0.000000	0.074402	0.000000	0.000000
DESI1	DESI1	22	-	41598028	41621057	38.049202	29.654478	40.782803	39.643024	33.284237
DAGLA	DAGLA	11	+	61680433	61747002	15.127204	18.177589	12.038445	15.613191	16.716204
TXNL1	TXNL1	18	-	56602822	56638689	75.487068	24.413588	86.585258	72.614166	59.549980
VWA8-AS1	VWA8-AS1	13	+	41961169	41981565	0.000000	0.0	0.000000	0.0	0.000000
MTG2	MTG2	20	+	62183025	62202754	27.963310	23.545036	27.718397	33.628040	34.990410
NAALADL1	NAALADL1	11	-	65044823	65058537	0.366079	0.000000	0.000000	0.157369	1.243492
SIAE	SIAE	11	-	124635789	124676303	2.197172	2.447244	5.412679	3.038607	2.209246
SNAR-A5	SNAR-A5	19	-	50092489	50123194	0	0	0	0	0.0
CST9	CST9	20	-	23602410	23605973	0.0	0.0	0.0	0.0	0.0
MIR4537	MIR4537	14	-	105859043	105859553	0.0	0.0	0.0	0.0	0.0
CAMSAP1	CAMSAP1	9	-	135808487	135907159	24.455631	25.330395	24.239084	29.182659	28.861753
E2F5	E2F5	8	+	85177154	85214521	23.175079	9.605639	28.079506	27.861689	14.275654
MIPEPP3	MIPEPP3	13	+	21298125	21392922	2.922502	0.000000	1.725837	1.709133	1.586710
C2orf81	C2orf81	2	-	74414176	74421630	6.038821	4.770010	6.423173	6.040500	7.979326
ALDH9A1	ALDH9A1	1	-	165662212	165698663	35.465218	61.221264	44.414459	47.479752	38.438671
KYNU	KYNU	2	+	142877626	143042316	0.0	0.0	0.0	0.0	0.0
MRPL39	MRPL39	21	-	25585656	25607489	304.311523	252.150116	391.347870	347.814789	338.258362
MIR3689D1	MIR3689D1	9	-	134849609	134849682	0.000000	0.000000	0.000000	0.000000	0.000000
SYCP1	SYCP1	1	+	114854803	114995369	0.0	0.000000	0.0	0.0	0.0
CDX4	CDX4	X	+	73447254	73454585	0.0	0.0	0.0	0.0	0.0
BBC3	BBC3	19	-	47220822	47232766	8.436569	4.389288	3.703422	7.274822	6.734942
PILRA	PILRA	7	+	100373445	100400099	5.752768	9.109196	5.960721	8.708452	9.563950
ENOX1	ENOX1	13	-	43213133	43786980	5.907094	6.117767	8.638816	7.514971	3.402482
CENPA	CENPA	2	+	26786015	26794587	61.014851	30.014753	62.945400	65.330223	59.499077
GAGE6	GAGE6	X	+	49341183	49577753	0	0.0	0.0	0.0	0.0
LCN2	LCN2	9	+	128149430	128153455	0.000000	0.000000	1.539894	0.546450	0.0
LOC101928907	LOC101928907	15	+	62060503	62062434	0.000000	0.0	0.000000	0.000000	0.690554
LOC101927131	LOC101927131	16	+	11465260	11473174	0.000000	0.0	0.402505	0.0	0.000000
SPATA45	SPATA45	1	-	212830143	212847649	0.000000	11.760006	0.000000	2.072012	0.437502
MIR1537	MIR1537	1	-	235853000	235853060	0.000000	0.000000	0.000000	0.000000	0.000000
PI4KAP1	PI4KAP1	22	-	18533864	18548828	69.318451	64.085472	73.942223	78.721748	82.236832
DANCR	DANCR	4	+	52712394	52720697	636.574646	368.742493	541.728210	548.643982	520.703125
TBC1D17	TBC1D17	19	+	49877425	49888750	10.046464	5.201390	12.856168	8.641726	13.304117
ZNF818P	ZNF818P	19	+	53212948	53216102	0.0	0.0	0.0	0.0	0.0
SPDYE18	SPDYE18	7	-	77052733	77060881	1.484008	1.208299	1.654076	1.591926	2.190068
MAGEA4-AS1	MAGEA4-AS1	X	-	151904431	151911083	0.000000	0.0	0.0	0.0	0.0
RNF39	RNF39	6	-	30070266	30075851	1.022897	0.213752	2.018099	0.893638	0.567653
GUCY1A2	GUCY1A2	11	-	106674012	107018445	0.838070	0.808218	0.874912	0.929003	1.037341
OOEP	OOEP	6	-	73368557	73369792	0.0	0.000000	0.0	0.0	0.000000
DNM1	DNM1	9	+	128203355	128255248	186.284988	247.874969	179.437027	177.869064	235.825729
CD72	CD72	9	-	35609979	35618427	7.149097	8.876412	5.551764	6.097171	3.167805
MIR4297	MIR4297	10	-	129843299	129843374	0.000000	0.000000	0.000000	0.000000	0.000000
FAM181A-AS1	FAM181A-AS1	14	-	93904731	93926372	0.0	0.000000	0.0	0.0	0.0
LOC101929208	LOC101929208	11	-	120940555	120958039	0.000000	0.000000	0.000000	0.000000	0.000000
CYP4F35P	CYP4F35P	18	+	14337423	14342524	1.813277	0.0	2.358761	0.673453	1.760828
PPM1J	PPM1J	1	-	112709994	112715328	1.732346	0.000000	1.399204	3.030530	0.000000
PMVK	PMVK	1	-	154924732	154942689	19.390316	16.319744	0.004567	17.119646	18.940617
DSCC1	DSCC1	8	-	119833941	119855930	24.258606	10.054701	17.018070	28.010965	22.733295
CD151	CD151	11	+	832952	838835	237.604431	158.754913	233.257568	230.357895	222.795090
C16orf71	C16orf71	16	+	4734288	4749396	1.383693	0.000000	1.873190	1.682289	2.911762
LOC441204	LOC441204	7	+	26398569	26540950	1.818554	7.056828	2.480118	3.303047	2.681770
URB1	URB1	21	-	32311019	32393003	21.404169	20.385975	21.736090	26.985945	25.203335
LOC284395	LOC284395	19	-	29287011	29525752	0.0	0.0	0.0	0.0	0.0
MIR708	MIR708	11	-	79402022	79402109	0.000000	0.000000	2.522061	0.000000	0.000000
LINC02104	LINC02104	5	+	39520431	39524708	0.0	0.0	0.0	0.0	0.0
AFMID	AFMID	17	+	78187317	78207701	7.498391	4.035897	4.828954	7.944261	3.625461
PCSK7	PCSK7	11	-	117205071	117232525	10.186533	16.846020	14.353586	11.620164	11.730659
CIDEA	CIDEA	18	+	12254319	12277595	0.000000	0.0	0.000000	0.000000	0.0
SERPINB1	SERPINB1	6	-	2832332	2842049	12.714985	6.087094	10.892068	14.032173	9.491974
RGCC	RGCC	13	+	41457406	41470877	18.047552	12.601131	21.114763	17.184576	24.124659
GTF2IP12	GTF2IP12	4	-	119449570	119454628	5.913254	4.584506	5.019359	7.225306	11.017860
MIR1228	MIR1228	12	+	57194504	57194576	0.898315	10.326619	0.000000	0.000000	0.000000
STARD6	STARD6	18	-	54324692	54354573	0.0	0.0	0.0	0.0	0.0
NEDD8-MDP1	NEDD8-MDP1	14	-	24213937	24232385	7.606582	15.169644	11.631310	9.872134	13.799913
CXCL17	CXCL17	19	-	42428538	42443048	0.000000	0.000000	1.497553	0.914659	1.293119
CEP85L	CEP85L	6	-	118460772	118710075	19.640680	10.531530	16.898090	16.319189	20.194078
CDC14A	CDC14A	1	+	100345015	100520277	15.538341	5.016533	7.362846	9.688555	19.843254
CKAP4	CKAP4	12	-	106237881	106247935	135.220810	162.855545	135.608582	143.427536	128.511246
RBM42	RBM42	19	+	35629016	35637686	237.946457	232.164627	201.355576	213.141403	252.320389
THORLNC	THORLNC	2	-	118182922	118186386	4.402348	17.882133	5.219439	4.894441	11.442225
RPN1	RPN1	3	-	128619970	128650876	253.574417	208.179245	223.309601	263.243164	208.770767
CELSR1	CELSR1	22	-	46360834	46537170	15.546595	10.175631	13.802523	14.256842	13.698519
PLA2R1	PLA2R1	2	-	159932006	160062615	0.0	0.0	0.0	0.0	0.0
FAM242F	FAM242F	9	-	41694357	41699001	0.0	0.0	0.000000	0.000000	0.0
LOC105373051	LOC105373051	22	+	43212674	43213661	0.000000	0.0	0.000000	0.000000	0.0
ZNF37A	ZNF37A	10	+	38094336	38150269	21.962011	9.128028	26.241619	22.225880	21.543335
NPAS1	NPAS1	19	+	47019844	47045775	42.958183	25.639019	32.178318	30.153740	33.189030
ZMIZ2	ZMIZ2	7	+	44748566	44769880	26.067493	40.405502	24.991192	34.451866	32.239071
C2CD2L	C2CD2L	11	+	119107350	119117124	40.423191	34.645565	38.314991	43.206467	57.580288
UBR5	UBR5	8	-	102252274	102412700	53.783916	45.332546	64.564636	69.978973	55.297230
HNRNPUL2-BSCL2	HNRNPUL2-BSCL2	11	-	62690262	62727384	15.341007	10.388789	15.992075	0.000000	0.000000
INTS5	INTS5	11	-	62646848	62653302	13.960156	8.798571	11.588632	11.946000	9.838031
CFHR3	CFHR3	1	+	196774800	196794073	0.000000	0.000000	0.000000	1.007650	0.0
JRKL-AS1	JRKL-AS1	11	-	96443281	96506877	0.0	0.0	0.0	0.0	0.0
FRMPD2B	FRMPD2B	10	+	46876674	46895326	0.000000	0.0	0.0	0.000000	0.000000
SNORD71	SNORD71	16	-	71758402	71758487	2.125065	0.000000	2.094065	0.000000	0.000000
NAXE	NAXE	1	+	156591766	156594299	123.282600	90.774193	156.049652	139.944534	102.034439
SLFN12	SLFN12	17	-	35410922	35433176	0.0	0.0	0.0	0.0	0.0
XDH	XDH	2	-	31334322	31414745	0.000000	0.000000	0.000000	0.000000	0.0
C1orf220	C1orf220	1	+	178542796	178548889	2.188445	1.402274	0.870165	1.446954	1.258368
LINC01758	LINC01758	1	+	69433255	69435409	0.0	0.0	0.0	0.0	0.0
SYNCRIP	SYNCRIP	6	-	85607784	85643325	61.600613	52.169037	37.378910	79.971321	55.593254
HEPHL1	HEPHL1	11	+	94021212	94114208	0.050026	0.0	0.000000	0.000000	0.122501
YAP1	YAP1	11	+	102110461	102233423	28.444469	20.006126	23.198866	30.471388	33.389317
CHST8	CHST8	19	+	33621955	33773509	5.306682	7.372439	5.585122	4.659770	3.026427
MIPOL1	MIPOL1	14	+	37197913	37551259	6.042481	6.523978	7.044611	6.944968	7.320562
VAMP7	VAMP7	Y	+	57067800	57130289	18.549868	13.436549	23.434809	25.097452	18.608061
MGC32805	MGC32805	5	-	122436497	122479087	0.000000	0.000000	0.000000	0.000000	0.000000
CEACAM21	CEACAM21	19	+	41549518	41586844	0.0	0.0	0.0	0.0	0.0
OR6B3	OR6B3	2	-	240045077	240046072	0.428502	0.0	0.758905	0.0	0.0
SP100	SP100	2	+	230416156	230545602	0.0	0.000000	0.000000	0.347987	0.000000
ABCC5-AS1	ABCC5-AS1	3	+	184006338	184011419	0.000000	0.000000	0.000000	1.211992	0.000000
FAM230D	FAM230D	22	-	18178026	18205863	0.000000	0.0	0.000000	0.000000	0.0
HCN4	HCN4	15	-	73319859	73369264	2.672263	0.747723	1.790761	2.055429	2.741800
MIR4698	MIR4698	12	+	47187812	47187891	0.000000	0.000000	0.000000	0.000000	2.430011
FCHSD2	FCHSD2	11	-	72836745	73142098	10.369134	12.392363	11.754112	11.841281	13.107382
BNIPL	BNIPL	1	+	151036553	151047600	1.892757	1.314647	3.598037	0.493091	2.858850
VANGL1	VANGL1	1	+	115641953	115698224	5.992296	9.727318	8.007184	8.184652	6.033507
PNPO	PNPO	17	+	47941523	47949308	40.033726	22.986471	41.368301	40.555401	35.914021
MTERF3	MTERF3	8	-	96239398	96261613	33.914795	19.959866	39.060089	26.893003	30.727650
WASH7P	WASH7P	1	-	14362	29370	29.670364	18.174469	20.638058	23.898912	31.940771
MIR6770-3	MIR6770-3	16	+	14930820	14930879	0.000000	0.000000	0.000000	0.000000	0.000000
LINC01668	LINC01668	21	-	42777819	42779994	0.0	0.0	0.602513	0.0	0.0
MRPS30	MRPS30	5	+	44808925	44815516	105.357414	69.386398	93.796432	94.459358	75.736557
MAP6D1	MAP6D1	3	-	183815876	183825605	4.557308	2.739590	2.540625	1.606785	2.016864
SNORD74B	SNORD74B	21	-	16284696	16284768	0.000000	0.000000	0.000000	0.000000	0.000000
LYPLAL1-AS1	LYPLAL1-AS1	1	-	219435158	219557324	0.000000	0.0	0.000000	0.000000	0.000000
SNORD13D	SNORD13D	15	-	57278567	57278657	0.000000	0.000000	0.000000	0.000000	1.201654
FZD8	FZD8	10	-	35638249	35641434	0.914756	2.634646	3.836405	1.820782	1.400345
SLC35E2B	SLC35E2B	1	-	1661478	1692804	15.511762	7.192209	14.222998	16.613667	13.467167
F8A2	F8A2	X	+	154886375	155383230	0.501410	0	0.275206	0.061164	0
DEFB131A	DEFB131A	4	+	9444534	9450514	0.0	0.0	0.0	0.0	0.0
MS4A15	MS4A15	11	+	60756867	60776731	0.217736	0.0	0.0	0.0	0.0
SECTM1	SECTM1	17	-	82321024	82334045	0.000000	0.000000	0.492400	0.405309	0.0
FAM25BP	FAM25BP	10	+	46369087	46373563	0.0	0.0	0.0	0.000000	0.0
SPATA42	SPATA42	1	+	108857217	108858524	0.000000	0.000000	0.000000	0.0	0.000000
CHMP5	CHMP5	9	+	33264879	33282069	32.555275	22.517103	45.574192	38.866394	30.954489
LOC101929599	LOC101929599	5	+	69631145	69636958	1.034004	0.267902	0.710289	0.413780	1.697359
PLEC	PLEC	8	-	143915147	143976745	6.690617	5.935761	6.439111	6.903316	6.098600
TIMM44	TIMM44	19	-	7926718	7943666	221.791595	280.189148	232.036011	208.251556	281.138000
F8A1	F8A1	X	-	155456914	155458615	0.000000	0.000000	0.000000	7.177078	14.097313
MRPS34	MRPS34	16	-	1771895	1773139	603.056702	663.337280	528.952209	561.011841	568.356506
BPIFB6	BPIFB6	20	+	33031648	33044047	0.205698	0.0	0.0	0.0	0.0
ZNF880	ZNF880	19	+	52369917	52385793	0.283254	0.000000	0.0	0.369927	0.000000
COX7C	COX7C	5	+	86617967	86620766	1413.843994	843.076782	1494.395386	1219.583252	1128.159424
LINC02077	LINC02077	3	-	78038705	78048963	0.0	0.0	0.0	0.0	0.0
C17orf113	C17orf113	17	-	42039705	42050599	1.294991	0.0	0.000000	0.000000	0.000000
MIR3125	MIR3125	2	+	12737367	12737444	0.000000	0.000000	0.000000	0.000000	0.000000
LOC101927692	LOC101927692	10	+	114764788	114779903	0.000000	0.000000	0.000000	0.000000	0.000000
CIB3	CIB3	19	-	16161368	16173525	1.233793	0.000000	0.717062	3.599736	0.0
CYTH4	CYTH4	22	+	37282383	37315348	0.0	0.0	0.0	0.0	0.0
CCL26	CCL26	7	-	75769524	75789746	1.645068	0.0	4.436572	0.0	1.949366
TTLL7	TTLL7	1	-	83865032	83999187	16.637125	12.858106	18.405691	20.383083	20.101049
PLD3	PLD3	19	+	40348425	40378490	298.106049	406.521057	268.559265	276.847931	350.181824
DLGAP1-AS3	DLGAP1-AS3	18	+	3878180	3897069	0.000000	0.202917	0.000000	0.000000	0.000000
CMC2	CMC2	16	-	80975795	81006919	35.537441	30.371107	49.193768	50.257866	39.156399
SNRPA1	SNRPA1	15	-	101281510	101295282	171.196609	82.280891	186.249191	170.773178	167.485947
TFE3	TFE3	X	-	49028726	49043517	96.654907	70.655746	91.622673	103.402367	108.163368
RAB21	RAB21	12	+	71754863	71793476	12.621685	7.537305	11.587808	11.898616	12.736029
OGN	OGN	9	-	92383271	92404699	1.896392	1.306835	1.956562	1.730665	1.188368
RPL21P44	RPL21P44	4	-	53985499	53987282	4.017514	3.921516	0.565872	1.850533	2.779393
NR1I3	NR1I3	1	-	161229666	161238210	1.187106	0.000000	1.148197	1.473553	2.098089
TCEAL3	TCEAL3	X	+	103607906	103609927	13.933949	21.531586	8.486119	21.149366	17.475372
RNF186	RNF186	1	-	19814029	19815278	0.0	0.0	0.0	0.0	0.145801
PITX3	PITX3	10	-	102230189	102241474	5.547606	3.051787	2.275271	2.578880	6.257538
NTAN1	NTAN1	16	-	15037853	15056079	27.926758	24.298815	31.664860	24.429127	27.155245
CHURC1	CHURC1	14	+	64914361	64935366	83.679588	65.864136	95.917084	97.058632	101.335312
ANKRD20A3	ANKRD20A3	9	+	67859349	67902847	4.092514	3.622460	4.774483	7.165595	8.547548
COBLL1	COBLL1	2	-	164657931	164842168	15.313846	10.663402	16.171907	17.332224	20.694052
COL4A3BP	COL4A3BP	5	-	75371103	75511981	17.071871	11.034307	19.413582	19.428364	21.709108
MIR4509-2	MIR4509-2	15	+	23197827	23197920	0.0	0.000000	0.000000	0.000000	0.0
TRNP1	TRNP1	1	+	26993692	27000886	1.852694	3.093647	3.335831	4.356970	3.605982
UFD1	UFD1	22	-	19449941	19479215	64.853096	47.580025	70.182556	66.459862	55.075066
CYP19A1	CYP19A1	15	-	51208057	51338598	1.046698	0.826428	1.791318	1.048160	0.812399
ALLC	ALLC	2	+	3658196	3702670	0.000000	0.000000	0.0	0.0	0.000000
FAM199X	FAM199X	X	+	104166475	104195901	33.624283	26.640116	36.007576	33.223644	23.421442
MIR26A2	MIR26A2	12	-	57824609	57824692	0.000000	0.000000	2.959218	1.846215	0.723217
MIR152	MIR152	17	-	48037161	48037247	0.000000	0.366767	0.000000	0.000000	0.000000
OR6C4	OR6C4	12	+	55551227	55552156	0.0	0.0	0.0	0.0	0.0
TRMT5	TRMT5	14	-	60971449	60981690	11.178134	12.716763	13.160113	13.897323	11.891269
OR1Q1	OR1Q1	9	+	122614738	122615682	0.0	0.0	0.0	0.0	0.0
FSIP2	FSIP2	2	+	185738895	185833289	1.303033	0.848449	1.385443	1.067102	1.396343
MPV17L2	MPV17L2	19	+	18193230	18196740	52.124062	44.354431	50.988152	45.695164	51.434639
CCDC189	CCDC189	16	-	30757423	30762244	22.878428	11.707720	20.028309	9.177993	19.893276
IGSF8	IGSF8	1	-	160091339	160098828	9.622161	8.916470	4.792647	12.469023	6.230461
GHET1	GHET1	7	+	148987527	148989424	1.433566	0.0	0.868656	1.908679	0.640150
LOC105377967	LOC105377967	6	+	118085903	118095472	0.000000	0.000000	0.000000	0.000000	0.000000
CEP44	CEP44	4	+	174283677	174333380	2.388689	2.818837	3.255172	4.047418	2.004205
RBMXL2	RBMXL2	11	+	7088934	7091148	1.484177	0.0	0.321783	0.130962	1.102556
TMPRSS3	TMPRSS3	21	-	42371887	42396846	0.0	0.0	0.0	0.0	0.0
STK10	STK10	5	-	172042070	172188342	13.485955	11.121706	13.113870	12.132086	12.258221
RALGPS1	RALGPS1	9	+	126914774	127223166	4.522744	9.008924	6.800312	8.866464	6.418665
LINC00106	LINC00106	X	+	1397025	1399398	0.000000	0.000000	0.000000	0.000000	0.000000
TBC1D3G	TBC1D3G	17	+	36323884	36334759	0.000000	0.000000	0.000000	0.000000	0.000000
MAGEB6	MAGEB6	X	+	26192440	26195646	0.000000	0.0	0.0	0.0	0.0
SNORD115-25	SNORD115-25	15	+	25215541	25215622	0.000000	0.000000	0.000000	0.000000	0.000000
