Gene	Name	Chr	Strand	Start	End	CRISPRa_C1_Rep1	CRISPRa_C1_Rep2
LINC02612	LINC02612	2	+	150628897	150635357	0.0	0.0
ATP13A5	ATP13A5	3	-	193274789	193378843	0.0	0.0
ZEB2-AS1	ZEB2-AS1	2	+	144519614	144520898	0.000000	0.000000
NCKAP5L	NCKAP5L	12	-	49791146	49828425	0.0	0.0
LMLN-AS1	LMLN-AS1	3	-	198038326	198039467	0.0	0.679293
BEND4	BEND4	4	-	42110853	42152878	1.072672	0.0
CYP26B1	CYP26B1	2	-	72129238	72147862	0.0	0.0
CAB39	CAB39	2	+	230712842	230821075	0.0	71.892860
NPRL3	NPRL3	16	-	85805	138698	0.000000	0.0
FAM177A1	FAM177A1	14	+	35044907	35083383	42.973175	124.227394
GOLGA6L22	GOLGA6L22	15	-	23127066	23334210	0.0	0.000000
CASC9	CASC9	8	-	75223117	75278889	67.546539	1.846329
TNFSF11	TNFSF11	13	+	42562736	42608013	0.0	0.0
HMGN5	HMGN5	X	-	81113701	81201942	50.687859	20.727522
MED28	MED28	4	+	17614628	17625628	54.464664	132.957932
RAB4A	RAB4A	1	+	229271062	229305893	91.411568	0.0
SLC22A5	SLC22A5	5	+	132369709	132395614	0.000000	0.0
MIR2053	MIR2053	8	+	112643493	112643583	0.0	0.0
GOLGA5	GOLGA5	14	+	92794231	92839961	105.392654	65.615509
CMTM6	CMTM6	3	-	32481312	32502911	178.493134	46.008690
POMGNT1	POMGNT1	1	-	46188681	46220305	0.000000	0.0
LINC00487	LINC00487	2	-	6729168	6770311	0.0	0.0
LOC283335	LOC283335	12	-	53043189	53054438	0.000000	0.0
TAOK1	TAOK1	17	+	29390925	29551903	0.0	0.0
SNORA15B-1	SNORA15B-1	7	+	65760052	65760186	0.000000	0.000000
CFAP206	CFAP206	6	+	87407972	87464473	37.496357	0.0
HIST1H2AH	HIST1H2AH	6	+	27147082	27147562	33.920307	0.0
ECHDC3	ECHDC3	10	+	11742357	11764066	0.0	0.0
UROS	UROS	10	-	125784981	125823268	78.091705	161.418182
CCDC33	CCDC33	15	+	74236289	74336141	0.0	0.0
OR56B4	OR56B4	11	+	6107684	6108835	0.0	0.0
RGS5	RGS5	1	-	163142299	163321791	67.798546	11.548959
OGFRL1	OGFRL1	6	+	71288442	71309059	8.165244	0.0
MIR194-1	MIR194-1	1	-	220118157	220118241	0.000000	0.000000
OR4K2	OR4K2	14	+	19876268	19877212	0.0	0.0
ZNF668	ZNF668	16	-	31060843	31074320	0.0	0.0
PIWIL1	PIWIL1	12	+	130337888	130372332	0.0	0.0
ZNF578	ZNF578	19	+	52453553	52516878	0.0	0.0
MIR3663HG	MIR3663HG	10	-	117153521	117169055	0.0	0.0
PXDC1	PXDC1	6	-	3722602	3752012	2.690209	0.0
PROX1	PROX1	1	+	213987935	214041504	2.221375	0.0
STRIP2	STRIP2	7	+	129434433	129488398	2.769548	0.0
ZBTB14	ZBTB14	18	-	5289019	5297053	0.0	0.0
BTBD2	BTBD2	19	-	1985448	2015703	1.150164	0.0
RARRES1	RARRES1	3	-	158697108	158732486	0.0	0.0
HOXD8	HOXD8	2	+	176129694	176132695	12.998266	0.741463
MIR6770-3	MIR6770-3	16	+	14930820	14930879	0.000000	0.000000
MKKS	MKKS	20	-	10404780	10434239	27.786261	47.376331
SNORD168	SNORD168	8	-	117920856	117920913	0.0	0.0
LDLRAD2	LDLRAD2	1	+	21812265	21825221	0.0	0.0
LOC728485	LOC728485	19	+	36773118	36777078	25.791601	0.000000
DMRTA1	DMRTA1	9	+	22446841	22452473	2.660675	105.484093
RNA5S17	RNA5S17	1	-	228610266	228646158	0	0.0
PFKFB4	PFKFB4	3	-	48517684	48561180	0.0	0.000000
LOC399886	LOC399886	11	+	45371397	45388508	0.0	0.0
FAM223B	FAM223B	X	+	154571248	154633182	0.0	0
MLST8	MLST8	16	+	2205177	2209454	39.146687	0.000000
MIR4270	MIR4270	3	-	15496239	15496308	0.000000	0.0
LOC102723439	LOC102723439	10	-	74506500	74529324	12.767985	0.000000
OR1F1	OR1F1	16	+	3204247	3205185	0.0	0.0
MIR6738	MIR6738	1	-	155951273	155951336	0.000000	0.0
POLR2M	POLR2M	15	+	57706521	57717557	96.827980	0.000000
NELL2	NELL2	12	-	44508275	44913928	0.000000	48.015903
RANBP9	RANBP9	6	-	13621498	13711835	42.029839	0.000000
ARFIP1	ARFIP1	4	+	152779937	152911911	37.200878	0.0
LOC643201	LOC643201	5	-	176143085	176199295	0.087715	0.0
IFNG-AS1	IFNG-AS1	12	+	67989445	68021327	0.0	0.0
PPP1R12A	PPP1R12A	12	-	79773563	79935455	46.093624	23.632616
LOC101927502	LOC101927502	9	+	81689713	81776899	0.0	0.0
GJD3	GJD3	17	-	40360653	40364693	0.0	0.0
PLAC1	PLAC1	X	-	134565843	134764322	0.0	0.0
SLC27A2	SLC27A2	15	+	50182196	50236392	0.0	0.0
MIR4520-1	MIR4520-1	17	-	6655440	6655509	0.0	0.0
PLXNA3	PLXNA3	X	+	154458281	154477779	1.586206	0.000000
MIR30C1	MIR30C1	1	+	40757284	40757372	0.000000	0.000000
FPR3	FPR3	19	+	51795146	51826190	0.0	0.0
CNOT10	CNOT10	3	+	32685145	32773875	82.068161	73.591629
RNF138P1	RNF138P1	5	-	55528842	55534542	2.311630	2.526868
SNX8	SNX8	7	-	2251770	2314441	10.939426	0.000000
FOXI3	FOXI3	2	-	88446787	88452535	0.0	0.0
BAP1	BAP1	3	-	52401009	52410008	0.000000	0.0
LRRC37A6P	LRRC37A6P	10	-	27245853	27252306	0.009808	0.0
MIR6862-1	MIR6862-1	16	-	28390982	28391051	0.000000	0.000000
USF2	USF2	19	+	35268978	35279821	3.798061	0.0
MAGI2-AS3	MAGI2-AS3	7	+	79452957	79471208	38.251823	151.407455
TEX22	TEX22	14	+	105398583	105413859	0.0	0.0
SLC18A1	SLC18A1	8	-	20144855	20183206	0.0	0.0
SLC7A9	SLC7A9	19	-	32830511	32869777	0.000000	0.0
MIR553	MIR553	1	+	100281241	100281308	0.000000	0.000000
OGFRP1	OGFRP1	22	+	42269753	42274862	0.000000	0.0
ECHDC1	ECHDC1	6	-	127288712	127343609	349.261200	349.203796
PRAMEF13	PRAMEF13	1	-	13196188	13201409	0.0	0.0
ZRANB3	ZRANB3	2	-	135196969	135531236	8.769441	0.0
HS1BP3	HS1BP3	2	-	20617818	20651098	5.491390	0.0
OAS2	OAS2	12	+	112978469	113011723	0.0	0.0
ROR1	ROR1	1	+	63774017	64181496	0.081925	0.0
C6orf163	C6orf163	6	+	87344813	87365463	0.0	0.0
ZFPM2-AS1	ZFPM2-AS1	8	-	105780410	106060503	49.584747	568.912659
LRRC71	LRRC71	1	+	156920632	156933088	0.0	0.0
APOL2	APOL2	22	-	36226209	36239954	0.0	0.0
SPATA31D4	SPATA31D4	9	+	81928428	81934998	0.000000	0.0
MIR6748	MIR6748	11	+	62789815	62789885	0.000000	0.000000
TTC29	TTC29	4	-	146706638	146945886	0.0	0.0
FAM13B	FAM13B	5	-	137937916	138033113	6.183182	0.0
MRPL49	MRPL49	11	+	65122183	65127369	81.414871	24.089527
GPR78	GPR78	4	+	8580237	8590023	0.0	0.0
C20orf202	C20orf202	20	+	1203454	1208274	0.0	0.0
PINCR	PINCR	X	+	43176994	43226598	0.0	0.0
PAPSS1	PAPSS1	4	-	107613666	107720263	75.384544	149.921097
MIR519D	MIR519D	19	+	53713347	53713434	0.0	0.0
TP53I13	TP53I13	17	+	29568276	29573157	41.543365	0.0
FAM95B1	FAM95B1	9	+	64463599	64469259	0.000000	0.000000
ARL6IP4	ARL6IP4	12	+	122980060	122982913	98.046097	61.267303
LOC100506271	LOC100506271	22	-	37352191	37354839	0.0	0.0
PWAR6	PWAR6	15	+	25031873	25036488	0.000000	0.0
KRT13	KRT13	17	-	41500981	41505613	0.0	0.0
EMC3	EMC3	3	-	9962680	10011248	64.018158	132.898575
PSG8-AS1	PSG8-AS1	19	+	42821863	42826878	0.0	0.0
LOC105371506	LOC105371506	17	+	5469092	5470360	0.0	0.0
CHI3L2	CHI3L2	1	+	111227659	111243440	0.0	0.0
C6orf201	C6orf201	6	+	4079206	4130765	0.0	0.0
SSX7	SSX7	X	-	52644061	52654900	0.0	0.0
PEX5L	PEX5L	3	-	179794959	180037053	0.0	0.0
LOC100506804	LOC100506804	6	+	75285014	75291864	31.708557	0.0
SLC30A9	SLC30A9	4	+	41990530	42090461	102.375336	1.133722
NT5DC4	NT5DC4	2	+	112721486	112742877	0.0	0.0
RSPO3	RSPO3	6	+	127118903	127199481	0.000000	0.0
ZC3H12B	ZC3H12B	X	+	65488735	65507887	3.627879	0.0
HSPA4L	HSPA4L	4	+	127781821	127840733	25.045973	180.501236
LHPP	LHPP	10	+	124461772	124614141	0.0	41.820518
LINC00707	LINC00707	10	+	6779598	6842906	0.0	0.0
VARS	VARS	6	-	31777520	31795935	12.971918	0.0
TCFL5	TCFL5	20	-	62841014	62861763	5.411301	21.950558
UCKL1	UCKL1	20	-	63939829	63956447	4.158998	65.623886
C1QBP	C1QBP	17	-	5432779	5439151	327.776459	624.139893
PRAMEF2	PRAMEF2	1	+	12857086	12861909	0.0	0.0
LOC102725021	LOC102725021	15	+	32445881	32449983	0.000000	0.000000
KIAA1614-AS1	KIAA1614-AS1	1	-	180949691	180954887	0.0	0.0
HAPLN1	HAPLN1	5	-	83638198	83721077	0.000000	0.0
OR7E156P	OR7E156P	13	+	63737435	63742568	0.0	0.0
FAM157C	FAM157C	16	+	90102264	90177606	0.000000	0.000000
FAM9C	FAM9C	X	-	13035617	13044620	0.0	0.0
CHRM1	CHRM1	11	-	62908679	62921540	0.0	0.0
HDAC4	HDAC4	2	-	239048168	239400949	1.107426	8.324884
RTL1	RTL1	14	-	100880655	100884847	0.0	0.0
TCEA3	TCEA3	1	-	23380909	23424779	0.0	0.0
CLTRN	CLTRN	X	-	15627316	15665031	73.138176	0.0
KLHL22	KLHL22	22	-	20441519	20495883	1.478857	0.0
MYO3A	MYO3A	10	+	25934073	26212536	0.0	44.191189
STIL	STIL	1	-	47250139	47314147	58.443577	0.0
SNORD107	SNORD107	15	+	24981994	24982068	0.000000	0.0
DDC	DDC	7	-	50458436	50565457	0.0	0.0
BCORL1	BCORL1	X	+	130005188	130058083	1.250235	0.0
MIR7846	MIR7846	1	+	12166943	12167038	0.0	0.0
AGBL1	AGBL1	15	+	86079808	87029052	0.0	0.0
MIR1-1HG	MIR1-1HG	20	+	62550453	62570764	0.0	0.0
FAM220A	FAM220A	7	-	6329411	6348967	0.0	15.934695
LOC100134317	LOC100134317	19	+	36311343	36312668	0.0	0.0
ALOX12B	ALOX12B	17	-	8072636	8087716	0.0	0.0
ZNF780B	ZNF780B	19	-	40028260	40056208	9.046165	0.0
GCK	GCK	7	-	44143213	44189439	0.0	0.0
LOC101929341	LOC101929341	8	+	52194362	52199552	0.0	0.0
SST	SST	3	-	187668906	187670413	0.0	0.0
LYVE1	LYVE1	11	-	10557866	10568818	0.0	0.0
NOS1	NOS1	12	-	117208142	117361802	0.0	0.0
MINDY4B	MINDY4B	3	-	150871045	150891060	0.0	0.0
LINC00616	LINC00616	4	-	138027423	138130685	0.000000	0.0
MRAP2	MRAP2	6	+	84033659	84090886	0.0	0.0
TNFAIP8L1	TNFAIP8L1	19	+	4639515	4655568	0.000000	0.0
B4GALT4-AS1	B4GALT4-AS1	3	+	119226486	119290666	0.000000	0.0
H2AFJ	H2AFJ	12	+	14774336	14778002	6.305297	1.616707
MIR6885	MIR6885	19	-	6389638	6389703	0.000000	0.0
C9orf129	C9orf129	9	-	93318199	93346414	0.000000	0.000000
ANKRD26P1	ANKRD26P1	16	-	46469337	46569097	0.0	0.0
FAM83C	FAM83C	20	-	35285731	35292422	0.000000	0.000000
LYRM7	LYRM7	5	+	131170914	131205428	9.531247	0.0
KRTAP5-1	KRTAP5-1	11	-	1584342	1585283	0.145715	0.000000
GABRP	GABRP	5	+	170783719	170814046	0.0	0.0
CYP2D6	CYP2D6	22	-	42126499	42144554	0.0	0.0
LRP10	LRP10	14	+	22871717	22881711	1.858350	6.946461
SHISAL2A	SHISAL2A	1	+	52633344	52669120	0.136263	0.0
TMEM271	TMEM271	4	-	573880	576300	0.0	0.0
C11orf45	C11orf45	11	-	128899565	128906231	0.0	0.000000
DNAJC9-AS1	DNAJC9-AS1	10	+	73247367	73276984	93.116386	0.000000
RNASEL	RNASEL	1	-	182573634	182589259	12.572060	0.0
CNIH2	CNIH2	11	+	66278201	66284214	0.0	0.0
RCOR1	RCOR1	14	+	102592649	102730559	2.942893	10.440366
LINC01761	LINC01761	1	+	95474737	95479356	0.0	0.0
TRAPPC3	TRAPPC3	1	-	36136569	36156053	95.702881	42.443115
PRKAB2	PRKAB2	1	-	147155106	147172589	50.796085	0.0
MLIP	MLIP	6	+	54018916	54266280	0.0	0.0
ELMO1-AS1	ELMO1-AS1	7	+	36997796	37013630	0.0	0.0
UBXN2A	UBXN2A	2	+	23940506	24000823	49.035011	0.0
TTC30A	TTC30A	2	-	177613000	177618742	16.076704	3.145948
ZER1	ZER1	9	-	128729788	128771934	15.406123	0.000000
PLAGL1	PLAGL1	6	-	143940300	144064599	55.326572	27.219393
LOC51145	LOC51145	9	-	125743754	125745929	0.0	0.0
MIR598	MIR598	8	-	11035206	11035302	0.000000	0.0
TMC6	TMC6	17	-	78112918	78132427	0.0	0.0
RDH14	RDH14	2	-	18554723	18560693	3.597746	90.950592
TBCK	TBCK	4	-	106044317	106316704	1.680983	0.000000
MRPL40	MRPL40	22	+	19431902	19436078	403.716461	119.951797
UXS1	UXS1	2	-	106093303	106194339	0.102111	0.0
PRKAR1A	PRKAR1A	17	+	68413623	68551316	123.355316	60.974258
FAM209A	FAM209A	20	+	56524729	56526152	0.000000	0.000000
SNCA	SNCA	4	-	89724099	89838296	31.185158	0.0
CLGN	CLGN	4	-	140388453	140427661	58.752583	0.0
LOC100132249	LOC100132249	9	-	62834248	62838346	0.021295	0.000000
MST1	MST1	3	-	49683947	49688763	0.0	0.0
SLC36A4	SLC36A4	11	-	93144171	93197975	19.797840	0.0
TRIM69	TRIM69	15	+	44736362	44767829	0.0	0.000000
C3orf49	C3orf49	3	+	63815110	63848636	0.000000	0.000000
EMILIN1	EMILIN1	2	+	27078567	27086397	0.0	0.0
NR2F2-AS1	NR2F2-AS1	15	-	96127360	96327361	0.000000	0.0
RBMS2	RBMS2	12	+	56521825	56596196	1.703558	6.090469
RAB11FIP2	RAB11FIP2	10	-	118004916	118046941	0.202125	57.083035
CCDC187	CCDC187	9	-	136280942	136306901	0.0	0.0
LINC02204	LINC02204	15	-	70570958	70586606	0.0	0.0
FAM138D	FAM138D	12	-	36661	38133	0.0	0.0
LINC00029	LINC00029	20	-	63034217	63037028	0.0	0.0
KCNJ11	KCNJ11	11	-	17385249	17389331	0.0	0.0
PPP1R10	PPP1R10	6	-	30600400	30617307	80.794472	3.467017
RP1L1	RP1L1	8	-	10606350	10655143	0.713143	0.0
MIR4754	MIR4754	19	-	58386770	58386858	0.0	0.0
PASK	PASK	2	-	241106099	241149979	0.000000	0.000000
LOC644634	LOC644634	1	+	143793600	143797107	0.0	0
LPAR5	LPAR5	12	-	6618835	6636131	0.0	34.324120
GP6	GP6	19	-	55013707	55038264	0.000000	0.000000
HIST2H4A	HIST2H4A	1	+	149832657	149833052	95.278374	0.0
MIR6505	MIR6505	12	+	48132797	48132867	0.009385	0.000000
PVALEF	PVALEF	17	+	81165507	81183164	0.000000	0.000000
LOC100507551	LOC100507551	19	-	17488990	17511889	3.580505	0.000000
MIR145	MIR145	5	+	149430646	149430733	0.0	0.0
FOLH1B	FOLH1B	11	+	89659297	89698718	0.0	0.0
MYCBP2-AS1	MYCBP2-AS1	13	+	77075514	77087776	0.000000	0.000000
FBXW12	FBXW12	3	+	48372219	48394725	0.0	0.0
C14orf180	C14orf180	14	+	104579684	104589847	0.0	0.0
TOP3A	TOP3A	17	-	18271429	18315092	2.019558	0.0
CXorf67	CXorf67	X	+	51406915	51408837	0.0	0.0
KLHL9	KLHL9	9	-	21329671	21335432	3.956905	0.0
LINC01774	LINC01774	1	+	208972454	208975307	0.0	0.0
FPGT-TNNI3K	FPGT-TNNI3K	1	+	74198212	74544432	0.000000	0.000000
USP8	USP8	15	+	50424377	50501083	27.967163	0.696457
SMOC1	SMOC1	14	+	69879397	70032366	0.0	0.0
LOC100128573	LOC100128573	19	-	7472837	7473361	0.0	0.0
COPS9	COPS9	2	-	240126563	240136347	576.345398	800.501221
C6orf15	C6orf15	6	-	31111223	31112555	0.0	0.0
PLET1	PLET1	11	-	112248153	112260860	0.0	0.0
MIR6877	MIR6877	9	+	133051996	133052059	0.000000	0.000000
DHX58	DHX58	17	-	42101406	42112733	0.0	0.0
MIR3936	MIR3936	5	-	132365490	132365599	0.000000	0.0
GATD1	GATD1	11	-	767223	777502	4.106867	6.066786
SNORD50A	SNORD50A	6	-	85677294	85677368	0.000000	0.700687
KLK15	KLK15	19	-	50825289	50831523	0.000000	0.0
MIR137HG	MIR137HG	1	-	97988000	98049693	0.0	0.0
MIR4481	MIR4481	10	-	12653138	12653197	0.0	0.0
NPAT	NPAT	11	-	108157215	108222638	20.306961	51.276249
TRIM26	TRIM26	6	-	30184455	30213494	8.181859	0.0
OR2M2	OR2M2	1	+	248179986	248181029	0.0	0.0
FNDC4	FNDC4	2	-	27491883	27495259	0.000000	0.0
ITPKC	ITPKC	19	+	40717112	40740860	0.000000	0.000000
INE1	INE1	X	+	47204848	47205855	0.000000	0.107527
STAM-AS1	STAM-AS1	10	-	17641284	17643918	3.483863	0.0
FN3K	FN3K	17	+	82735576	82751197	0.0	0.0
RGS9	RGS9	17	+	65137338	65227703	0.0	0.0
SOHLH2	SOHLH2	13	-	36168208	36214615	0.0	0.0
TMEM129	TMEM129	4	-	1715952	1721357	2.119921	1.691319
TBCA	TBCA	5	-	77691169	77776361	136.001953	330.292572
LINC01484	LINC01484	5	-	173707599	173746209	0.0	0.0
LINC01826	LINC01826	2	-	123066156	123073481	0.0	0.0
TBC1D2	TBC1D2	9	-	98198998	98255721	0.0	0.0
HOXA11	HOXA11	7	-	27181157	27185216	22.478783	8.694119
VRK2	VRK2	2	+	57907651	58159920	119.952866	59.240959
RNF114	RNF114	20	+	49936377	49953885	339.945190	680.810730
BORCS8	BORCS8	19	-	19176904	19192591	2.161306	0.622828
MCRIP2	MCRIP2	16	+	641804	648474	29.558168	0.0
PEAR1	PEAR1	1	+	156893698	156916434	0.0	10.210365
PNISR	PNISR	6	-	99398051	99425345	236.727448	138.120590
UGT1A10	UGT1A10	2	+	233636477	233773305	0.0	0.0
TLR1	TLR1	4	-	38796255	38804791	0.0	0.0
LINC02526	LINC02526	6	+	106695485	106699994	0.0	29.256269
OTULIN	OTULIN	5	+	14664645	14699850	1.317286	1.941721
FAM74A3	FAM74A3	9	-	66970162	66977317	0.0	0.0
RCAN3	RCAN3	1	+	24502351	24537020	8.974895	0.0
CCDC83	CCDC83	11	+	85855101	85920020	0.0	0.0
IL23A	IL23A	12	+	56338879	56340410	63.801712	0.0
KRTAP12-1	KRTAP12-1	21	-	44681576	44682163	0.0	0.000000
LINC02136	LINC02136	16	-	71410441	71426464	0.0	0.0
MAGEH1	MAGEH1	X	+	55452089	55453568	0.0	0.0
ISM1	ISM1	20	+	13221771	13300650	0.0	0.0
NCAN	NCAN	19	+	19211973	19252252	0.0	0.0
OR2A14	OR2A14	7	+	144129113	144130045	0.0	0.0
CDK9	CDK9	9	+	127786026	127790773	19.525360	0.0
MIR30D	MIR30D	8	-	134804876	134804945	0.0	0.0
CTAG1B	CTAG1B	X	+	154585154	154619271	0.0	0.0
GAA	GAA	17	+	80101526	80119882	0.051879	0.0
C22orf34	C22orf34	22	-	49414525	49657542	0.0	0.0
MESP2	MESP2	15	+	89776332	89778751	0.0	0.0
LONRF3	LONRF3	X	+	118974614	119018355	0.000000	0.0
LOC100288203	LOC100288203	15	+	30471169	30490313	4.873966	0.000000
LINC00842	LINC00842	10	+	46398362	46453306	0.000000	0.0
NPDC1	NPDC1	9	-	137039457	137046224	14.501103	0.0
ARHGAP33	ARHGAP33	19	+	35775515	35788822	0.0	0.0
FAM138C	FAM138C	1	-	34611	36081	0.0	0.000000
GPR180	GPR180	13	+	94601850	94634645	54.843319	2.845987
FOLR3	FOLR3	11	+	72135710	72139892	0.0	0.0
TAF1L	TAF1L	9	-	32629454	32635669	0.0	0.0
ZNRD1ASP	ZNRD1ASP	6	-	30001011	30061189	23.917358	97.410522
SNORA60	SNORA60	20	+	38449369	38449504	0.000000	13.311751
ZNF732	ZNF732	4	-	270675	305469	0.000000	0.0
LRRN1	LRRN1	3	+	3799431	3849834	0.0	0.0
NAT8	NAT8	2	-	73640723	73642410	0.0	0.0
SNORA105B	SNORA105B	2	-	197486788	197486903	0.249997	0.263218
CHRDL2	CHRDL2	11	-	74696428	74731385	0.000000	0.0
STAG2	STAG2	X	+	123960560	124102655	37.622448	9.839361
PRRC2B	PRRC2B	9	+	131430090	131500188	7.850348	11.811340
OR1L3	OR1L3	9	+	122675130	122676104	0.0	0.0
GOLT1A	GOLT1A	1	-	204198163	204213988	0.0	0.0
GNAS	GNAS	20	+	58839718	58911196	423.122955	1281.348999
C1orf216	C1orf216	1	-	35713876	35719189	0.000000	1.235425
MIR127	MIR127	14	+	100882979	100883075	0.0	0.0
LOC101928021	LOC101928021	17	+	67244776	67262080	0.000000	0.000000
RIBC2	RIBC2	22	+	45413691	45432422	75.443321	0.0
RAC3	RAC3	17	+	82031656	82034204	0.000000	0.0
SNORD115-11	SNORD115-11	15	+	25189414	25249279	0.000000	0.0
MIR659	MIR659	22	-	37847678	37847774	0.000000	0.000000
TBC1D5	TBC1D5	3	-	17157162	17742739	0.000000	0.0
LIN28B	LIN28B	6	+	104957048	105083332	79.753029	0.0
MIR1587	MIR1587	X	+	39837561	39837613	0.0	0.0
NELFA	NELFA	4	-	1982714	2009235	0.0	30.118139
AGTR2	AGTR2	X	+	116170705	116174972	0.0	0.0
C19orf66	C19orf66	19	+	10086119	10093252	0.0	0.0
ASF1A	ASF1A	6	+	118894077	118909170	464.733582	0.0
KRTAP10-5	KRTAP10-5	21	-	44579455	44580604	0.0	0.000000
HSFY2	HSFY2	Y	+	18546671	18773735	0.0	0.0
TTBK1	TTBK1	6	+	43243680	43288259	0.0	0.0
AHCY	AHCY	20	-	34280265	34311802	23.608662	128.073700
HILS1	HILS1	17	-	50171428	50172476	0.0	0.0
C12orf10	C12orf10	12	+	53299686	53307181	46.637634	2.403941
LOC100130520	LOC100130520	17	-	74560701	74567343	0.0	0.0
LAGE3	LAGE3	X	-	154477769	154479257	63.761604	25.464483
RASA1	RASA1	5	+	87268253	87391926	14.550101	2.798202
BARD1	BARD1	2	-	214725646	214809711	17.293533	5.012836
OR6C6	OR6C6	12	-	55294288	55295232	0.0	0.0
NKIRAS2	NKIRAS2	17	+	42017576	42025638	144.160751	0.000000
RBSN	RBSN	3	-	15070069	15099157	30.446882	0.000000
CEPT1	CEPT1	1	+	111139383	111185104	23.035561	131.556335
TTYH1	TTYH1	19	+	54415431	54436719	0.0	0.0
SPDL1	SPDL1	5	+	169583634	169604777	473.746796	5.076963
HSPG2	HSPG2	1	-	21822232	21937310	0.0	0.0
FAM133B	FAM133B	7	-	92560758	92590394	49.615479	57.637657
SNORD152	SNORD152	19	+	38163096	38163149	0.0	0.0
VWC2L-IT1	VWC2L-IT1	2	+	214510182	214536889	0.000000	0.0
FUBP1	FUBP1	1	-	77944051	77979205	84.279266	50.728844
PSIP1	PSIP1	9	-	15464066	15511019	39.015888	73.392067
CTAGE1	CTAGE1	18	-	22413601	22417915	0.163686	0.0
MZF1-AS1	MZF1-AS1	19	+	58559186	58574797	0.0	0.0
UNC93A	UNC93A	6	+	167291315	167316014	0.0	0.0
SUN3	SUN3	7	-	47987149	48029119	3.148999	0.0
PTPN7	PTPN7	1	-	202147013	202161588	0.0	0.0
NAT9	NAT9	17	-	74770529	74776425	18.754025	0.0
KDM5C	KDM5C	X	-	53176277	53225422	51.957947	1.235672
OR4A47	OR4A47	11	+	48488793	48489722	0.0	0.0
XRN1	XRN1	3	-	142306607	142448062	49.649174	51.668118
TMA7	TMA7	3	+	48440238	48444208	485.337738	182.709091
LOC401127	LOC401127	4	+	39480255	39481903	0.037983	0.0
SNORD127	SNORD127	14	+	45110875	45110973	0.000000	0.000000
MIR4472-1	MIR4472-1	8	+	142176339	142176418	0.0	0.0
NPPC	NPPC	2	-	231922094	231926403	28.638311	0.0
SPDYE11	SPDYE11	7	-	73020996	73112252	0.000000	0.000000
FRYL	FRYL	4	-	48497363	48780299	0.0	0.0
NCKAP5-AS1	NCKAP5-AS1	2	+	132915557	132931494	0.0	0.0
UROC1	UROC1	3	-	126481165	126517773	0.0	0.0
DEFB125	DEFB125	20	+	87672	96573	0.0	0.0
MS4A7	MS4A7	11	+	60378485	60395953	0.0	0.0
NDOR1	NDOR1	9	+	137205667	137219361	1.409092	0.0
CSH2	CSH2	17	-	63872012	63873729	0.0	0.0
COIL	COIL	17	-	56938200	56961050	40.430424	81.568237
BHLHE22	BHLHE22	8	+	64580238	64583634	0.0	0.0
HSPC324	HSPC324	9	-	136648610	136660421	0.0	0.000000
TRIB1	TRIB1	8	+	125430358	125438405	0.0	0.0
DUXAP9	DUXAP9	14	-	19303416	19337669	45.276905	1.199740
LINC01913	LINC01913	2	+	41877555	41894046	0.0	0.0
ALOX5	ALOX5	10	+	45374166	45446119	0.0	0.0
FBRS	FBRS	16	+	30659519	30670810	0.903141	19.273779
PSMB2	PSMB2	1	-	35599541	35641551	214.829056	52.938225
ADSSL1	ADSSL1	14	+	104724197	104747325	2.311296	0.0
TMEM156	TMEM156	4	-	38966746	39032421	0.0	0.0
KLHL33	KLHL33	14	-	20425855	20436166	0.0	0.0
CFHR2	CFHR2	1	+	196943738	196959620	0.0	0.0
SH3BGRL3	SH3BGRL3	1	+	26279722	26281522	49.218525	138.232178
ANKLE1	ANKLE1	19	+	17281645	17287646	0.0	0.0
C9orf85	C9orf85	9	+	71911639	71986067	260.452789	173.229462
KIRREL1	KIRREL1	1	+	157993273	158100262	0.665489	0.000000
SPHK1	SPHK1	17	+	76382977	76387860	154.341049	3.496435
SIRT4	SIRT4	12	+	120302321	120313242	40.289619	0.000000
BZW2	BZW2	7	+	16646134	16706523	90.940865	248.075089
SYNJ2	SYNJ2	6	+	157981856	158099175	0.725062	0.0
ADRA1B	ADRA1B	5	+	159916733	159973010	0.0	0.0
FKBP1A-SDCBP2	FKBP1A-SDCBP2	20	-	1309911	1393172	4.941436	13.871275
PHEX-AS1	PHEX-AS1	X	-	22162732	22172983	0.0	0.0
MIR6501	MIR6501	21	+	33550662	33550728	0.000000	0.000000
MYL6B	MYL6B	12	+	56152420	56157987	108.879555	9.158539
MUC5AC	MUC5AC	11	+	1157953	1201141	0.0	0.0
MIR4509-1	MIR4509-1	15	+	23197827	23197920	0.0	0.000000
KBTBD8	KBTBD8	3	+	66998303	67011208	0.0	0.0
LINC01053	LINC01053	13	+	25181332	25190657	0.0	0.0
RRM2	RRM2	2	+	10122568	10131419	0.000000	0.158007
RPS6KA2	RPS6KA2	6	-	166409364	166862551	0.0	0.0
GMEB2	GMEB2	20	-	63587594	63627101	0.000000	6.099418
TMED8	TMED8	14	-	77335021	77377109	7.318025	0.0
RNF141	RNF141	11	-	10511678	10541227	9.912420	47.934719
VWA5B2	VWA5B2	3	+	184230429	184242329	0.000000	0.000000
KRT32	KRT32	17	-	41459513	41467386	0.0	0.0
LMAN2L	LMAN2L	2	-	96705930	96740092	52.258400	131.786118
TEF	TEF	22	+	41367333	41399328	0.0	0.0
